image_name,object_class,vehicle_lat,vehicle_lon,vehicle_heading_deg,target_range_m,target_azimuth_deg,target_lat,target_lon,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,split
07130.xml,cube,18.912514,72.832004,270.0,20.52,-0.26,18.912513,72.831809,486,615,532,652,UATD Training
07130.xml,ball,18.912514,72.832004,270.0,23.26,-16.88,18.912453,72.831793,282,703,358,751,UATD Training
07131.xml,cube,18.912514,72.832042,270.0,19.0,0.18,18.912515,72.831862,492,565,536,598,UATD Training
07132.xml,human body,18.912514,72.83208,270.0,19.5,0.18,18.912515,72.831895,237,992,277,1155,UATD Training
07132.xml,ball,18.912514,72.83208,270.0,22.89,3.52,18.912527,72.831863,261,1247,291,1316,UATD Training
07132.xml,square cage,18.912514,72.83208,270.0,25.6,-5.71,18.912491,72.831838,196,1392,251,1503,UATD Training
07133.xml,ball,18.912514,72.832118,270.0,19.57,-13.36,18.912473,72.831937,330,573,390,630,UATD Training
07133.xml,human body,18.912514,72.832118,270.0,17.56,8.26,18.912537,72.831953,534,500,678,565,UATD Training
07134.xml,ball,18.912514,72.832156,270.0,19.48,0.09,18.912514,72.831971,236,682,277,748,UATD Training
07134.xml,tyre,18.912514,72.832156,270.0,21.63,-5.19,18.912496,72.831952,204,770,249,836,UATD Training
07134.xml,square cage,18.912514,72.832156,270.0,22.92,-6.86,18.912489,72.83194,190,816,244,895,UATD Training
07135.xml,cube,18.912514,72.832194,270.0,18.74,-7.21,18.912493,72.832018,398,555,462,590,UATD Training
07135.xml,ball,18.912514,72.832194,270.0,23.55,-17.58,18.91245,72.831981,270,710,354,764,UATD Training
07136.xml,human body,18.912514,72.832232,270.0,20.97,-9.67,18.912482,72.832036,187,1101,215,1227,UATD Training
07137.xml,human body,18.912514,72.83227,270.0,19.93,-2.37,18.912507,72.832081,225,1008,260,1191,UATD Training
07137.xml,ball,18.912514,72.83227,270.0,23.26,-5.27,18.912495,72.83205,210,1271,242,1337,UATD Training
07137.xml,square cage,18.912514,72.83227,270.0,23.89,-12.74,18.912467,72.832049,160,1300,207,1385,UATD Training
07138.xml,human body,18.912514,72.832308,270.0,21.2,-4.57,18.912499,72.832107,212,1115,248,1241,UATD Training
07138.xml,ball,18.912514,72.832308,270.0,23.96,-13.8,18.912463,72.832087,161,1312,194,1383,UATD Training
07139.xml,human body,18.912514,72.832346,270.0,22.96,30.76,18.91262,72.832159,394,1252,468,1319,UATD Training
07139.xml,ball,18.912514,72.832346,270.0,24.82,-7.29,18.912486,72.832112,199,1364,230,1435,UATD Training
07140.xml,human body,18.912514,72.832384,270.0,19.66,0.18,18.912515,72.832197,238,1004,276,1162,UATD Training
07140.xml,ball,18.912514,72.832384,270.0,22.69,1.85,18.912521,72.832169,252,1236,281,1302,UATD Training
07140.xml,square cage,18.912514,72.832384,270.0,25.36,-8.61,18.91248,72.832146,178,1397,236,1468,UATD Training
07141.xml,human body,18.912514,72.832422,270.0,21.02,-4.75,18.912498,72.832223,213,1099,245,1236,UATD Training
07141.xml,ball,18.912514,72.832422,270.0,23.9,-14.24,18.912461,72.832202,153,1312,197,1376,UATD Training
07142.xml,human body,18.912514,72.83246,270.0,22.84,29.71,18.912616,72.832271,381,1239,469,1319,UATD Training
07142.xml,ball,18.912514,72.83246,270.0,24.62,-9.32,18.912478,72.832229,184,1355,222,1421,UATD Training
07143.xml,ball,18.912514,72.832498,270.0,23.6,8.96,18.912547,72.832277,288,1274,326,1375,UATD Training
07143.xml,square cage,18.912514,72.832498,270.0,25.81,1.41,18.91252,72.832253,235,1413,293,1508,UATD Training
07144.xml,cube,18.912514,72.832536,270.0,24.13,-4.39,18.912497,72.832307,414,1317,510,1395,UATD Training
07145.xml,ball,18.912514,72.832574,270.0,19.7,-7.03,18.912492,72.832388,197,691,235,757,UATD Training
07145.xml,tyre,18.912514,72.832574,270.0,22.39,-12.83,18.912469,72.832366,154,787,212,881,UATD Training
07145.xml,square cage,18.912514,72.832574,270.0,23.36,-16.08,18.912456,72.832361,137,835,192,912,UATD Training
07146.xml,human body,18.912514,72.832612,270.0,17.27,1.85,18.912519,72.832448,237,585,296,664,UATD Training
07146.xml,ball,18.912514,72.832612,270.0,19.7,-13.62,18.912472,72.83243,154,694,203,754,UATD Training
07146.xml,circle cage,18.912514,72.832612,270.0,25.36,-4.83,18.912495,72.832372,191,917,266,994,UATD Training
07147.xml,human body,18.912514,72.83265,270.0,15.35,-8.96,18.912493,72.832506,191,486,219,606,UATD Training
07148.xml,ball,18.912514,72.832688,270.0,17.46,0.26,18.912515,72.832522,488,859,542,928,UATD Training
07148.xml,cube,18.912514,72.832688,270.0,24.06,14.94,18.91257,72.832467,626,1245,738,1305,UATD Training
07149.xml,human body,18.912514,72.832726,270.0,15.96,-2.46,18.912508,72.832574,212,525,272,617,UATD Training
07149.xml,ball,18.912514,72.832726,270.0,19.69,-16.79,18.912463,72.832547,138,690,183,757,UATD Training
07150.xml,cube,18.912514,72.832764,270.0,25.81,-12.13,18.912465,72.832524,312,796,436,836,UATD Training
07151.xml,ball,18.912514,72.832802,270.0,23.68,2.46,18.912523,72.832577,251,1281,289,1378,UATD Training
07151.xml,square cage,18.912514,72.832802,270.0,25.72,-5.45,18.912492,72.832558,197,1409,253,1501,UATD Training
07152.xml,cube,18.912514,72.832839,270.0,18.68,-11.95,18.912479,72.832666,358,555,394,586,UATD Training
07153.xml,human body,18.912514,72.832877,270.0,17.43,3.16,18.912523,72.832712,236,576,312,686,UATD Training
07153.xml,ball,18.912514,72.832877,270.0,19.74,-11.87,18.912477,72.832694,166,694,211,757,UATD Training
07153.xml,circle cage,18.912514,72.832877,270.0,25.78,-4.66,18.912495,72.832634,190,936,269,1009,UATD Training
07154.xml,cube,18.912514,72.832915,270.0,24.16,-5.54,18.912493,72.832687,398,1317,500,1398,UATD Training
07155.xml,ball,18.912514,72.832953,270.0,19.4,-1.58,18.912509,72.832769,224,680,270,743,UATD Training
07155.xml,tyre,18.912514,72.832953,270.0,21.8,-0.79,18.912511,72.832746,225,787,278,833,UATD Training
07155.xml,square cage,18.912514,72.832953,270.0,22.95,-8.96,18.912482,72.832738,173,822,237,892,UATD Training
07156.xml,human body,18.912514,72.832991,270.0,22.9,10.37,18.912551,72.832778,268,1234,362,1331,UATD Training
07156.xml,ball,18.912514,72.832991,270.0,24.27,-11.51,18.91247,72.832766,174,1333,207,1400,UATD Training
07156.xml,circle cage,18.912514,72.832991,270.0,26.47,-29.97,18.912395,72.832774,49,1461,122,1542,UATD Training
07157.xml,human body,18.912514,72.833029,270.0,23.47,23.99,18.9126,72.832826,722,1078,848,1128,UATD Training
07157.xml,ball,18.912514,72.833029,270.0,24.5,-8.35,18.912482,72.832799,392,1128,442,1184,UATD Training
07158.xml,ball,18.912514,72.833067,270.0,23.24,-16.44,18.912455,72.832856,292,701,358,752,UATD Training
07159.xml,human body,18.912514,72.833105,270.0,22.96,31.64,18.912623,72.83292,401,1248,471,1324,UATD Training
07159.xml,ball,18.912514,72.833105,270.0,24.34,-8.09,18.912483,72.832877,193,1333,227,1409,UATD Training
07160.xml,cube,18.912514,72.833143,270.0,23.84,-10.28,18.912476,72.832921,374,1213,416,1252,UATD Training
07160.xml,ball,18.912514,72.833143,270.0,26.66,-17.31,18.912442,72.832902,288,1363,342,1420,UATD Training
07161.xml,cube,18.912514,72.833181,270.0,19.27,-6.33,18.912495,72.832999,404,574,476,607,UATD Training
07162.xml,human body,18.912514,72.833219,270.0,15.76,-9.67,18.91249,72.833072,372,439,432,504,UATD Training
07163.xml,ball,18.912514,72.833257,270.0,23.77,-17.49,18.91245,72.833042,278,724,348,765,UATD Training
07163.xml,cube,18.912514,72.833257,270.0,19.46,-6.94,18.912493,72.833074,406,579,460,615,UATD Training
07164.xml,tyre,18.912514,72.833295,270.0,27.2,8.7,18.912551,72.83304,285,1472,326,1619,UATD Training
07164.xml,metal bucket,18.912514,72.833295,270.0,28.03,17.84,18.912592,72.833042,329,1560,386,1633,UATD Training
07164.xml,ball,18.912514,72.833295,270.0,24.93,1.23,18.912519,72.833059,248,1378,278,1435,UATD Training
07165.xml,square cage,18.912514,72.833333,270.0,20.69,12.48,18.912555,72.833141,634,1005,674,1043,UATD Training
07165.xml,cube,18.912514,72.833333,270.0,27.32,-5.54,18.91249,72.833075,406,1368,492,1407,UATD Training
07166.xml,human body,18.912514,72.833371,270.0,20.49,-10.63,18.91248,72.83318,181,1073,210,1196,UATD Training
07167.xml,human body,18.912514,72.833409,270.0,15.03,-10.02,18.912491,72.833269,184,465,214,601,UATD Training
07168.xml,cube,18.912514,72.833447,270.0,18.9,-0.53,18.912513,72.833268,480,891,532,950,UATD Training
07168.xml,cylinder,18.912514,72.833447,270.0,17.03,-2.55,18.912507,72.833286,468,788,498,849,UATD Training
07169.xml,square cage,18.912514,72.833485,270.0,22.73,27.07,18.912608,72.833293,371,1234,449,1310,UATD Training
07169.xml,human body,18.912514,72.833485,270.0,24.94,-7.21,18.912486,72.83325,198,1381,232,1435,UATD Training
07170.xml,cube,18.912514,72.833523,270.0,16.22,-12.13,18.912483,72.833372,342,603,406,656,UATD Training
07171.xml,human body,18.912514,72.833561,270.0,15.53,-12.3,18.912484,72.833417,170,500,202,607,UATD Training
07172.xml,square cage,18.912514,72.833599,270.0,21.03,6.24,18.912535,72.8334,277,1104,306,1154,UATD Training
07173.xml,ball,18.912514,72.833637,270.0,19.37,-0.97,18.912511,72.833453,230,679,271,742,UATD Training
07173.xml,tyre,18.912514,72.833637,270.0,21.57,-0.97,18.912511,72.833432,221,776,280,825,UATD Training
07173.xml,square cage,18.912514,72.833637,270.0,22.9,-9.14,18.912481,72.833422,175,821,233,889,UATD Training
07174.xml,human body,18.912514,72.833675,270.0,22.84,29.79,18.912617,72.833487,385,1234,466,1324,UATD Training
07174.xml,ball,18.912514,72.833675,270.0,24.58,-5.89,18.912491,72.833443,206,1350,239,1421,UATD Training
07175.xml,ball,18.912514,72.833713,270.0,23.5,2.37,18.912523,72.83349,252,1281,287,1356,UATD Training
07175.xml,square cage,18.912514,72.833713,270.0,25.62,-5.54,18.912492,72.833471,194,1413,255,1484,UATD Training
07176.xml,ball,18.912514,72.833751,270.0,23.75,2.72,18.912524,72.833526,250,1288,293,1380,UATD Training
07176.xml,square cage,18.912514,72.833751,270.0,25.89,-4.75,18.912495,72.833506,200,1418,258,1513,UATD Training
07177.xml,tyre,18.912514,72.833789,270.0,27.72,8.09,18.912549,72.833528,524,1196,684,1253,UATD Training
07178.xml,ball,18.912514,72.833827,270.0,23.07,-16.17,18.912456,72.833616,300,698,356,743,UATD Training
07178.xml,cube,18.912514,72.833827,270.0,19.56,-8.35,18.912488,72.833643,390,584,444,617,UATD Training
07179.xml,human body,18.912514,72.833865,270.0,15.86,-1.76,18.91251,72.833714,217,522,275,612,UATD Training
07179.xml,ball,18.912514,72.833865,270.0,19.82,-16.26,18.912464,72.833684,142,702,185,756,UATD Training
07180.xml,human body,18.912514,72.833903,270.0,23.04,28.74,18.912614,72.833711,373,1260,466,1322,UATD Training
07180.xml,ball,18.912514,72.833903,270.0,24.58,-7.82,18.912484,72.833672,196,1352,227,1419,UATD Training
07181.xml,cube,18.912514,72.833941,270.0,18.58,-11.6,18.91248,72.833768,354,550,406,584,UATD Training
07182.xml,human body,18.912514,72.833979,270.0,22.75,30.32,18.912618,72.833792,386,1232,471,1315,UATD Training
07182.xml,ball,18.912514,72.833979,270.0,24.74,-4.83,18.912495,72.833745,213,1360,244,1431,UATD Training
07183.xml,human body,18.912514,72.834017,270.0,19.56,-0.62,18.912512,72.833831,234,978,271,1176,UATD Training
07183.xml,ball,18.912514,72.834017,270.0,23.04,0.79,18.912517,72.833798,245,1255,276,1326,UATD Training
07183.xml,square cage,18.912514,72.834017,270.0,25.19,-7.21,18.912486,72.833779,187,1380,243,1465,UATD Training
07184.xml,cube,18.912514,72.834055,270.0,19.85,-5.54,18.912497,72.833867,424,592,474,629,UATD Training
07185.xml,human body,18.912514,72.834092,270.0,15.36,-9.14,18.912492,72.833949,189,481,219,612,UATD Training
07186.xml,human body,18.912514,72.83413,270.0,22.84,26.28,18.912606,72.833936,362,1234,449,1324,UATD Training
07186.xml,ball,18.912514,72.83413,270.0,24.59,-6.77,18.912488,72.833899,200,1350,235,1423,UATD Training
07187.xml,cube,18.912514,72.834168,270.0,19.4,-6.06,18.912496,72.833985,416,579,470,611,UATD Training
07187.xml,ball,18.912514,72.834168,270.0,24.34,-14.15,18.91246,72.833944,316,743,386,785,UATD Training
07188.xml,human body,18.912514,72.834206,270.0,22.86,30.06,18.912618,72.834019,390,1236,464,1324,UATD Training
07188.xml,ball,18.912514,72.834206,270.0,24.37,-6.59,18.912489,72.833977,201,1341,236,1405,UATD Training
07189.xml,human body,18.912514,72.834244,270.0,22.96,30.59,18.91262,72.834057,389,1250,471,1321,UATD Training
07189.xml,ball,18.912514,72.834244,270.0,24.41,-6.42,18.912489,72.834014,202,1333,237,1416,UATD Training
07190.xml,human body,18.912514,72.834282,270.0,19.88,-9.49,18.912485,72.834096,386,872,422,965,UATD Training
07190.xml,ball,18.912514,72.834282,270.0,22.53,-12.3,18.912471,72.834073,342,1027,402,1082,UATD Training
07190.xml,square cage,18.912514,72.834282,270.0,26.69,-28.04,18.912401,72.834059,152,1241,234,1295,UATD Training
07191.xml,square cage,18.912514,72.83432,270.0,24.02,-11.95,18.912469,72.834097,350,1370,402,1421,UATD Training
07191.xml,tyre,18.912514,72.83432,270.0,27.65,-9.32,18.912474,72.834061,346,1590,466,1661,UATD Training
07192.xml,ball,18.912514,72.834358,270.0,19.25,-0.09,18.912514,72.834176,234,674,277,737,UATD Training
07192.xml,tyre,18.912514,72.834358,270.0,21.82,-5.19,18.912496,72.834152,208,781,245,840,UATD Training
07192.xml,square cage,18.912514,72.834358,270.0,22.71,-7.65,18.912487,72.834145,186,818,239,876,UATD Training
07193.xml,human body,18.912514,72.834396,270.0,20.89,-9.23,18.912484,72.834201,191,1094,216,1224,UATD Training
07194.xml,square cage,18.912514,72.834434,270.0,20.64,9.67,18.912545,72.834241,290,1083,332,1129,UATD Training
07194.xml,cube,18.912514,72.834434,270.0,27.46,-6.42,18.912486,72.834175,199,1489,240,1532,UATD Training
07195.xml,cube,18.912514,72.834472,270.0,18.35,-6.68,18.912495,72.834299,406,1026,466,1099,UATD Training
07195.xml,ball,18.912514,72.834472,270.0,22.8,-17.58,18.912452,72.834266,276,1302,348,1402,UATD Training
07196.xml,human body,18.912514,72.83451,270.0,22.26,6.24,18.912536,72.8343,250,1201,333,1286,UATD Training
07196.xml,ball,18.912514,72.83451,270.0,24.06,-13.36,18.912464,72.834288,160,1322,200,1386,UATD Training
07196.xml,circle cage,18.912514,72.83451,270.0,26.3,-31.38,18.91239,72.834297,46,1454,109,1528,UATD Training
07197.xml,cube,18.912514,72.834548,270.0,14.62,-10.2,18.912491,72.834412,366,614,426,681,UATD Training
07197.xml,ball,18.912514,72.834548,270.0,20.22,-17.05,18.912461,72.834365,290,889,346,980,UATD Training
07198.xml,cube,18.912514,72.834586,270.0,20.31,-6.68,18.912493,72.834395,414,671,458,707,UATD Training
07198.xml,ball,18.912514,72.834586,270.0,24.0,-16.88,18.912451,72.834368,284,809,356,847,UATD Training
07199.xml,cube,18.912514,72.834624,270.0,20.79,-19.95,18.91245,72.834439,125,1196,160,1272,UATD Training
07200.xml,human body,18.912514,72.834662,270.0,20.87,-8.79,18.912485,72.834466,187,1087,225,1229,UATD Training
07200.xml,ball,18.912514,72.834662,270.0,23.38,-18.37,18.912448,72.834451,135,1279,168,1345,UATD Training
07201.xml,tyre,18.912243,72.8347,90.0,22.13,14.33,18.912194,72.834904,658,667,692,711,UATD Training
07201.xml,ball,18.912243,72.8347,90.0,26.11,1.23,18.912238,72.834948,502,810,550,841,UATD Training
07201.xml,square cage,18.912243,72.8347,90.0,27.57,23.29,18.912145,72.83494,738,863,816,888,UATD Training
07202.xml,ball,18.912243,72.834738,90.0,20.82,-10.37,18.912277,72.834932,362,621,426,666,UATD Training
07203.xml,tyre,18.912243,72.834776,90.0,26.12,26.89,18.912136,72.834997,392,1425,426,1534,UATD Training
07203.xml,metal bucket,18.912243,72.834776,90.0,28.58,12.57,18.912187,72.835041,295,1596,360,1664,UATD Training
07203.xml,ball,18.912243,72.834776,90.0,21.34,-4.66,18.912259,72.834978,214,1153,245,1219,UATD Training
07204.xml,cube,18.912243,72.834814,90.0,24.28,0.18,18.912242,72.835044,488,970,540,1011,UATD Training
07204.xml,cylinder,18.912243,72.834814,90.0,24.03,5.27,18.912223,72.835041,554,959,590,1000,UATD Training
07205.xml,cube,18.912243,72.834852,90.0,25.27,-6.06,18.912267,72.83509,390,775,496,820,UATD Training
07206.xml,tyre,18.912243,72.83489,90.0,25.47,22.06,18.912157,72.835114,353,1397,410,1482,UATD Training
07206.xml,metal bucket,18.912243,72.83489,90.0,25.89,33.57,18.912114,72.835095,415,1435,479,1496,UATD Training
07206.xml,ball,18.912243,72.83489,90.0,21.55,-6.94,18.912267,72.835093,203,1172,230,1226,UATD Training
07207.xml,square cage,18.912243,72.834928,90.0,19.96,-11.95,18.91228,72.835113,346,780,406,820,UATD Training
07207.xml,cube,18.912243,72.834928,90.0,24.01,-9.67,18.91228,72.835152,372,962,432,998,UATD Training
07208.xml,human body,18.912243,72.834966,90.0,20.81,-9.67,18.912275,72.835161,382,922,422,1012,UATD Training
07209.xml,cylinder,18.912243,72.835004,90.0,20.57,-11.87,18.912281,72.835195,178,1170,199,1266,UATD Training
07209.xml,cube,18.912243,72.835004,90.0,19.62,5.36,18.912227,72.835189,269,1122,304,1190,UATD Training
07210.xml,human body,18.912243,72.835042,90.0,17.15,3.6,18.912233,72.835204,250,587,303,652,UATD Training
07210.xml,ball,18.912243,72.835042,90.0,20.36,-10.28,18.912276,72.835232,171,715,224,787,UATD Training
07210.xml,circle cage,18.912243,72.835042,90.0,25.57,2.02,18.912235,72.835284,229,930,306,998,UATD Training
07211.xml,cube,18.912243,72.83508,90.0,24.09,0.97,18.912239,72.835308,488,742,558,772,UATD Training
07212.xml,human body,18.912243,72.835118,90.0,17.37,4.39,18.912231,72.835282,249,590,313,667,UATD Training
07212.xml,ball,18.912243,72.835118,90.0,19.51,-13.71,18.912285,72.835298,152,686,204,746,UATD Training
07212.xml,circle cage,18.912243,72.835118,90.0,24.53,-3.34,18.912256,72.83535,205,887,269,956,UATD Training
07213.xml,human body,18.912243,72.835156,90.0,23.27,32.08,18.912131,72.835343,401,1265,476,1345,UATD Training
07213.xml,ball,18.912243,72.835156,90.0,24.77,-7.03,18.912271,72.835389,199,1364,233,1431,UATD Training
07214.xml,cube,18.912243,72.835194,90.0,19.62,-10.72,18.912276,72.835377,368,614,412,651,UATD Training
07214.xml,ball,18.912243,72.835194,90.0,23.53,-16.88,18.912305,72.835407,286,747,354,799,UATD Training
07215.xml,human body,18.912243,72.835232,90.0,23.45,15.64,18.912186,72.835446,293,1269,397,1364,UATD Training
07215.xml,ball,18.912243,72.835232,90.0,23.84,-15.03,18.912299,72.83545,150,1300,191,1381,UATD Training
07215.xml,circle cage,18.912243,72.835232,90.0,26.59,-30.15,18.912364,72.83545,54,1469,115,1549,UATD Training
07216.xml,human body,18.912243,72.83527,90.0,19.58,0.88,18.91224,72.835455,240,987,282,1169,UATD Training
07216.xml,ball,18.912243,72.83527,90.0,22.78,1.32,18.912238,72.835486,247,1252,280,1297,UATD Training
07216.xml,square cage,18.912243,72.83527,90.0,23.04,1.76,18.912237,72.835488,248,1255,284,1326,UATD Training
07217.xml,cube,18.912243,72.835308,90.0,19.16,-5.54,18.91226,72.835489,428,567,470,607,UATD Training
07218.xml,tyre,18.912243,72.835345,90.0,26.88,11.6,18.912194,72.835595,299,1480,345,1572,UATD Training
07218.xml,ball,18.912243,72.835345,90.0,24.91,2.46,18.912233,72.835582,257,1373,283,1437,UATD Training
07218.xml,metal bucket,18.912243,72.835345,90.0,27.84,20.74,18.912154,72.835593,342,1553,406,1617,UATD Training
07219.xml,cube,18.912243,72.835383,90.0,23.42,-25.93,18.912336,72.835583,186,706,248,759,UATD Training
07220.xml,human body,18.912243,72.835421,90.0,22.84,31.11,18.912136,72.835607,394,1232,472,1326,UATD Training
07220.xml,ball,18.912243,72.835421,90.0,24.62,-5.27,18.912264,72.835654,208,1355,244,1421,UATD Training
07221.xml,cube,18.912243,72.835459,90.0,23.9,-3.96,18.912258,72.835686,420,1308,514,1376,UATD Training
07222.xml,human body,18.912243,72.835497,90.0,23.01,30.23,18.912138,72.835686,391,1248,465,1331,UATD Training
07222.xml,ball,18.912243,72.835497,90.0,24.83,-7.38,18.912272,72.835731,195,1364,233,1438,UATD Training
07223.xml,cube,18.912243,72.835535,90.0,24.17,9.93,18.912205,72.835761,574,1324,676,1393,UATD Training
07224.xml,human body,18.912243,72.835573,90.0,22.89,30.41,18.912138,72.835761,387,1247,471,1316,UATD Training
07224.xml,ball,18.912243,72.835573,90.0,24.79,-7.21,18.912271,72.835807,200,1368,230,1427,UATD Training
07225.xml,human body,18.912243,72.835611,90.0,16.16,-1.41,18.912247,72.835765,213,543,283,615,UATD Training
07225.xml,ball,18.912243,72.835611,90.0,19.79,-15.64,18.912291,72.835792,142,696,192,759,UATD Training
07226.xml,cube,18.912243,72.835649,90.0,23.9,-10.28,18.912282,72.835872,364,1215,426,1257,UATD Training
07226.xml,ball,18.912243,72.835649,90.0,26.67,-17.58,18.912316,72.835891,290,1366,334,1418,UATD Training
07227.xml,ball,18.912243,72.835687,90.0,24.93,-6.94,18.91227,72.835922,402,1145,464,1212,UATD Training
07227.xml,human body,18.912243,72.835687,90.0,23.44,26.46,18.912149,72.835886,738,1071,888,1133,UATD Training
07228.xml,human body,18.912243,72.835725,90.0,15.79,-0.97,18.912246,72.835875,217,519,284,609,UATD Training
07228.xml,ball,18.912243,72.835725,90.0,19.89,-15.38,18.912291,72.835907,147,704,190,759,UATD Training
07229.xml,ball,18.912243,72.835763,90.0,23.57,4.48,18.912226,72.835986,259,1278,304,1368,UATD Training
07229.xml,square cage,18.912243,72.835763,90.0,25.53,-3.08,18.912255,72.836005,208,1392,269,1494,UATD Training
07230.xml,human body,18.912243,72.835801,90.0,20.81,-6.77,18.912265,72.835997,201,1092,234,1217,UATD Training
07231.xml,square cage,18.912243,72.835839,90.0,25.06,-8.88,18.912278,72.836074,374,1043,448,1088,UATD Training
07231.xml,ball,18.912243,72.835839,90.0,22.55,-2.11,18.912251,72.836053,468,927,508,972,UATD Training
07231.xml,tyre,18.912243,72.835839,90.0,17.41,7.65,18.912222,72.836003,574,690,624,734,UATD Training
07232.xml,tyre,18.912243,72.835877,90.0,25.35,24.96,18.912146,72.836095,374,1387,422,1477,UATD Training
07232.xml,metal bucket,18.912243,72.835877,90.0,25.83,34.89,18.91211,72.836078,418,1439,491,1484,UATD Training
07232.xml,ball,18.912243,72.835877,90.0,21.45,-5.8,18.912263,72.83608,210,1162,236,1224,UATD Training
07233.xml,cube,18.912243,72.835915,90.0,19.56,0.18,18.912243,72.836101,488,582,540,619,UATD Training
07234.xml,human body,18.912243,72.835953,90.0,22.42,6.24,18.912221,72.836165,247,1213,336,1293,UATD Training
07234.xml,ball,18.912243,72.835953,90.0,23.83,-11.51,18.912286,72.836175,173,1303,208,1376,UATD Training
07234.xml,circle cage,18.912243,72.835953,90.0,26.74,-31.2,18.912368,72.83617,47,1478,110,1559,UATD Training
07235.xml,cylinder,18.912243,72.835991,90.0,18.01,-9.58,18.91227,72.83616,380,832,426,912,UATD Training
07235.xml,cube,18.912243,72.835991,90.0,19.39,-1.93,18.912249,72.836175,454,912,526,982,UATD Training
07236.xml,ball,18.912243,72.836029,90.0,19.42,0.18,18.912243,72.836213,237,686,277,739,UATD Training
07236.xml,tyre,18.912243,72.836029,90.0,20.64,-0.35,18.912244,72.836225,223,731,285,794,UATD Training
07236.xml,square cage,18.912243,72.836029,90.0,22.83,-8.35,18.912273,72.836243,177,811,240,893,UATD Training
07237.xml,ball,18.912243,72.836067,90.0,24.73,-8.88,18.912278,72.836299,386,1138,436,1197,UATD Training
07237.xml,human body,18.912243,72.836067,90.0,23.36,21.8,18.912165,72.836273,692,1068,828,1126,UATD Training
07238.xml,human body,18.912243,72.836105,90.0,22.96,26.81,18.91215,72.836299,367,1252,450,1319,UATD Training
07238.xml,ball,18.912243,72.836105,90.0,24.83,-8.96,18.912278,72.836338,184,1364,226,1437,UATD Training
07239.xml,tyre,18.912243,72.836143,90.0,25.11,-3.25,18.912256,72.836381,424,998,526,1060,UATD Training
07239.xml,cube,18.912243,72.836143,90.0,23.95,-11.6,18.912287,72.836366,350,962,410,993,UATD Training
07239.xml,square cage,18.912243,72.836143,90.0,19.81,-15.03,18.91229,72.836324,316,768,366,818,UATD Training
07240.xml,cube,18.912243,72.836181,90.0,22.28,-0.18,18.912244,72.836392,484,676,536,711,UATD Training
07241.xml,ball,18.912243,72.836219,90.0,19.75,-8.96,18.912271,72.836404,376,581,444,634,UATD Training
07241.xml,human body,18.912243,72.836219,90.0,17.29,9.84,18.912216,72.836381,564,499,684,548,UATD Training
07242.xml,human body,18.912243,72.836257,90.0,23.04,31.29,18.912135,72.836444,383,1253,485,1329,UATD Training
07242.xml,ball,18.912243,72.836257,90.0,24.9,-5.54,18.912265,72.836492,206,1369,243,1442,UATD Training
07243.xml,ball,18.912243,72.836295,90.0,23.24,-18.81,18.912311,72.836504,266,703,330,750,UATD Training
07244.xml,human body,18.912243,72.836333,90.0,19.86,-9.14,18.912272,72.836519,386,858,430,977,UATD Training
07244.xml,ball,18.912243,72.836333,90.0,23.04,-12.66,18.912289,72.836546,348,1059,388,1102,UATD Training
07245.xml,cube,18.912243,72.836371,90.0,25.37,0.53,18.912241,72.836611,228,943,290,970,UATD Training
07246.xml,human body,18.912243,72.836409,90.0,16.74,7.65,18.912223,72.836566,263,554,336,652,UATD Training
07246.xml,ball,18.912243,72.836409,90.0,19.19,-8.88,18.91227,72.836589,181,672,230,734,UATD Training
07246.xml,circle cage,18.912243,72.836409,90.0,24.69,-2.11,18.912251,72.836643,214,887,274,969,UATD Training
07247.xml,ball,18.912243,72.836447,90.0,23.24,-16.96,18.912304,72.836658,286,705,352,748,UATD Training
07247.xml,cube,18.912243,72.836447,90.0,18.99,-9.49,18.912271,72.836624,378,562,430,600,UATD Training
07248.xml,ball,18.912243,72.836485,90.0,21.62,-17.93,18.912303,72.83668,278,653,338,689,UATD Training
07248.xml,cube,18.912243,72.836485,90.0,22.45,-2.81,18.912253,72.836697,450,684,510,715,UATD Training
07249.xml,tyre,18.912243,72.836523,90.0,19.33,13.8,18.912201,72.836701,650,883,688,956,UATD Training
07249.xml,square cage,18.912243,72.836523,90.0,26.7,11.43,18.912195,72.836771,604,1284,680,1337,UATD Training
07249.xml,ball,18.912243,72.836523,90.0,24.74,-0.26,18.912244,72.836757,484,1182,534,1231,UATD Training
07250.xml,cube,18.912243,72.836561,90.0,24.75,0.79,18.91224,72.836795,480,763,562,796,UATD Training
07251.xml,cube,18.912243,72.836598,90.0,18.42,3.6,18.912233,72.836773,526,860,580,929,UATD Training
07251.xml,cylinder,18.912243,72.836598,90.0,17.2,-2.02,18.912249,72.836762,474,794,504,862,UATD Training
07252.xml,cube,18.912243,72.836636,90.0,23.92,-0.97,18.912247,72.836863,456,1312,546,1374,UATD Training
07253.xml,human body,18.912243,72.836674,90.0,17.99,-19.25,18.912297,72.836836,118,579,175,729,UATD Training
07254.xml,cube,18.912243,72.836712,90.0,22.86,-6.24,18.912266,72.836928,202,836,239,872,UATD Training
07255.xml,ball,18.912243,72.83675,90.0,21.5,-16.7,18.912299,72.836946,298,647,346,687,UATD Training
